Date,Open,High,Low,Close
2005-04-01,,,,1000.0
2005-04-04,,,,1001.84
2005-04-05,,,,987.65
2005-04-06,,,,993.73
2005-04-07,,,,990.47
2005-04-08,,,,981.1
2005-04-11,,,,976.97
2005-04-12,,,,988.39
2005-04-13,,,,992.69
2005-04-15,,,,963.53
2005-04-18,,,,954.75
2005-04-19,,,,948.91
2005-04-20,,,,961.67
2005-04-21,,,,977.62
2005-04-22,,,,989.24
2005-04-25,,,,990.05
2005-04-26,,,,990.93
2005-04-27,,,,983.18
2005-04-28,,,,983.43
2005-04-29,,,,963.27
2005-05-02,,,,956.38
2005-05-03,,,,961.45
2005-05-04,,,,975.45
2005-05-05,,,,982.92
2005-05-06,,,,985.41
2005-05-09,,,,1001.13
2005-05-10,,,,998.22
2005-05-11,,,,997.38
2005-05-12,,,,1005.07
2005-05-13,,,,1012.22
2005-05-16,,,,1018.71
2005-05-17,,,,1011.29
2005-05-18,,,,1012.03
2005-05-19,,,,1020.05
2005-05-20,,,,1015.2
2005-05-23,,,,1020.75
2005-05-24,,,,1024.86
2005-05-25,,,,1025.27
2005-05-26,,,,1025.57
2005-05-27,,,,1022.19
2005-05-30,,,,1016.09
2005-05-31,,,,1026.62
2005-06-01,,,,1032.84
2005-06-02,,,,1021.66
2005-06-03,,,,1028.9
2005-06-04,,,,1034.82
2005-06-06,,,,1034.77
2005-06-07,,,,1035.37
2005-06-08,,,,1035.75
2005-06-09,,,,1035.68
2005-06-10,,,,1031.46
2005-06-13,,,,1028.43
2005-06-14,,,,1037.5
2005-06-15,,,,1044.5
2005-06-16,,,,1032.06
2005-06-17,,,,1019.34
2005-06-20,,,,1014.29
2005-06-21,,,,1016.56
2005-06-22,,,,1019.3
2005-06-23,,,,1022.59
2005-06-24,,,,1027.28
2005-06-27,,,,1027.63
2005-06-28,,,,1011.83
2005-06-29,,,,1020.56
2005-06-30,,,,1022.34
2005-07-01,,,,1035.28
2005-07-04,,,,1053.39
2005-07-05,,,,1054.76
2005-07-06,,,,1071.86
2005-07-07,,,,1065.16
2005-07-08,,,,1088.61
2005-07-11,,,,1107.71
2005-07-12,,,,1105.76
2005-07-13,,,,1116.82
2005-07-14,,,,1111.55
2005-07-15,,,,1127.13
2005-07-18,,,,1144.57
2005-07-19,,,,1149.66
2005-07-20,,,,1156.34
2005-07-21,,,,1155.75
2005-07-22,,,,1167.81
2005-07-25,,,,1182.34
2005-07-26,,,,1186.12
2005-07-27,,,,1189.5
