Date,Open,High,Low,Close
2003-12-01,,,,1819.56
2003-12-02,,,,1829.56
2003-12-03,,,,1857.71
2003-12-04,,,,1874.89
2003-12-05,,,,1849.54
2003-12-08,,,,1867.44
2003-12-09,,,,1907.68
2003-12-10,,,,1904.72
2003-12-11,,,,1911.61
2003-12-12,,,,1921.59
2003-12-15,,,,1950.7
2003-12-16,,,,1945.23
2003-12-17,,,,1953.37
2003-12-18,,,,1982.79
2003-12-19,,,,1999.32
2003-12-22,,,,2022.18
2003-12-23,,,,2018.38
2003-12-24,,,,2044.98
2003-12-26,,,,2088.36
2003-12-29,,,,2132.47
2003-12-30,,,,2108.85
2003-12-31,,,,2112.17
2004-01-01,,,,2154.27
2004-01-02,,,,2188.26
2004-01-05,,,,2188.31
2004-01-06,,,,2155.11
2004-01-07,,,,2135.08
2004-01-08,,,,2204.44
2004-01-09,,,,2222.46
2004-01-12,,,,2196.21
2004-01-13,,,,2210.62
2004-01-14,,,,2231.4
2004-01-15,,,,2199.54
2004-01-16,,,,2135.27
2004-01-19,,,,2160.51
2004-01-20,,,,2125.47
2004-01-21,,,,2015.58
2004-01-22,,,,1962.0
2004-01-23,,,,2048.2
2004-01-27,,,,2119.04
2004-01-28,,,,2077.94
2004-01-29,,,,2064.87
2004-01-30,,,,2014.67
2004-02-03,,,,1940.42
2004-02-04,,,,1990.05
2004-02-05,,,,1982.82
2004-02-06,,,,2004.72
2004-02-09,,,,2053.0
2004-02-10,,,,2049.58
2004-02-11,,,,2063.64
2004-02-12,,,,2066.24
2004-02-13,,,,2087.79
2004-02-16,,,,2098.0
2004-02-17,,,,2104.91
2004-02-18,,,,2101.12
2004-02-19,,,,2046.52
2004-02-20,,,,2034.98
2004-02-23,,,,1994.18
2004-02-24,,,,2008.62
2004-02-25,,,,1978.93
2004-02-26,,,,1962.4
2004-02-27,,,,1984.98
2004-03-01,,,,2023.16
2004-03-03,,,,2035.64
2004-03-04,,,,2018.36
2004-03-05,,,,2041.76
2004-03-08,,,,2070.1
2004-03-09,,,,2054.82
2004-03-10,,,,2038.37
2004-03-11,,,,2001.45
2004-03-12,,,,2001.34
2004-03-15,,,,1946.23
2004-03-16,,,,1921.4
2004-03-17,,,,1928.57
2004-03-18,,,,1901.06
2004-03-19,,,,1911.0
2004-03-22,,,,1855.76
2004-03-23,,,,1850.56
2004-03-24,,,,1856.7
2004-03-25,,,,1875.23
2004-03-26,,,,1927.38
2004-03-29,,,,1956.0
2004-03-30,,,,1958.98
2004-03-31,,,,1984.68
2004-04-01,,,,2034.19
2004-04-02,,,,2059.34
2004-04-05,,,,2078.75
2004-04-06,,,,2063.16
2004-04-07,,,,2064.66
2004-04-08,,,,2076.83
2004-04-12,,,,2076.39
2004-04-13,,,,2113.53
2004-04-15,,,,2120.95
2004-04-16,,,,2139.53
2004-04-17,,,,2148.41
2004-04-19,,,,2123.08
2004-04-20,,,,2118.47
2004-04-21,,,,2152.09
2004-04-22,,,,2180.56
2004-04-23,,,,2189.74
2004-04-27,,,,2089.87
2004-04-28,,,,2087.22
2004-04-29,,,,2093.31
2004-04-30,,,,2074.79
2004-05-03,,,,2032.0
2004-05-04,,,,2078.46
2004-05-05,,,,2088.05
2004-05-06,,,,2120.39
2004-05-07,,,,2097.38
2004-05-10,,,,2060.91
2004-05-11,,,,1969.35
2004-05-12,,,,1979.25
2004-05-13,,,,1977.46
2004-05-14,,,,1808.5
2004-05-17,,,,1598.65
2004-05-18,,,,1731.36
2004-05-19,,,,1813.95
2004-05-20,,,,1813.13
2004-05-21,,,,1810.24
2004-05-24,,,,1863.61
2004-05-25,,,,1852.17
